,TV,Radio,Social Media,Influencer,Sales
3684,14.0,11.24439034,2.602426966,Mega,53.87149398
3685,77.0,25.46734474,1.829690923,Mega,273.7988825
3686,69.0,21.04661271,5.599101966,Nano,245.6431449
3687,88.0,29.43758471,5.523007979,Micro,317.1594292
3688,93.0,24.64119515,4.856110743,Mega,326.0358817
3689,10.0,0.573244039,1.072542455,Micro,33.71960742
3690,85.0,29.57319313,5.6475278939999995,Nano,298.3137084
3691,91.0,29.48179455,2.502110175,Nano,324.8713637
3692,92.0,26.892687899999995,3.890886001,Nano,327.8695387
3693,25.0,13.96921225,5.209408375,Mega,90.62518481
3694,33.0,7.841799099,2.114598916,Nano,113.3965237
3695,77.0,28.46882717,3.439719406,Macro,274.9067731
3696,69.0,26.94994463,2.1126516680000003,Nano,245.33288760000002
3697,25.0,1.247191596,1.757639591,Mega,90.04268581
3698,67.0,28.20812272,4.03044572,Micro,239.6004589
3699,47.0,19.60088777,8.160758956,Mega,166.9758535
3700,81.0,32.48179976,5.065837233,Macro,287.9154222
3701,98.0,33.80416617,6.854701422000001,Macro,349.6410831
3702,78.0,24.73579762,4.85653667,Nano,279.5227695
3703,35.0,15.07233814,0.9280967720000001,Macro,123.56529109999998
3704,26.0,8.871762171,1.9001134469999998,Nano,91.7104474
3705,58.0,27.23205765,4.969437558,Micro,211.72838230000002
3706,46.0,23.82047528,1.6274212680000002,Micro,159.4508481
3707,60.0,17.22084922,5.41143896,Mega,216.66824010000002
3708,51.0,16.17484875,1.8985374659999998,Micro,185.0487647
3709,27.0,12.24599734,2.026165043,Mega,99.96302723
3710,55.0,14.65663336,3.817979653,Micro,191.5212661
3711,88.0,31.06040008,5.598760008999999,Micro,313.12494530000004
3712,33.0,5.338710726,2.31694426,Macro,120.252124
3713,43.0,14.62315899,3.608015493,Nano,154.26470619999998
3714,84.0,31.21585735,1.944918744,Micro,296.6152122
3715,97.0,31.41745386,4.01690321,Nano,343.48166460000004
3716,49.0,18.60629352,5.167471593,Nano,175.5391351
3717,54.0,26.81127265,7.62812867,Mega,193.8712032
3718,15.0,5.559327553999999,1.2078295190000001,Mega,48.27654502
3719,68.0,16.84529732,4.987388927,Macro,243.3928083
3720,37.0,13.33891846,2.531478926,Micro,132.8755737
3721,79.0,26.74288882,4.026507794,Nano,285.68388039999996
3722,96.0,24.60359711,4.14617113,Nano,342.95820069999996
3723,56.0,14.68210758,3.733367354,Micro,204.11401919999997
3724,31.0,12.32745975,1.450388739,Mega,106.7625412
3725,34.0,18.15111996,3.103474045,Micro,120.1130232
3726,62.0,26.56556136,2.245302708,Mega,216.25188140000003
3727,38.0,15.20246594,2.3462644619999997,Micro,128.99358130000002
3728,32.0,14.48736052,0.931805763,Macro,111.1881219
3729,91.0,35.48887371,6.4789340289999995,Micro,324.6273336
3730,30.0,11.87771692,0.521646686,Nano,105.5402871
3731,53.0,17.7104836,0.6701379789999999,Nano,185.0330295
3732,87.0,34.45287378,5.827060764,Mega,308.22046989999996
3733,92.0,27.868478200000002,2.7664386960000003,Micro,323.4020966
3734,97.0,38.91395638,9.088162781,Nano,349.3943713
3735,99.0,34.47576407,4.93427199,Macro,347.5524099
3736,68.0,16.41037116,3.082835585,Macro,243.3430795
3737,73.0,17.20243034,5.265145607,Mega,263.0079568
3738,73.0,31.85438735,5.430961826,Mega,260.14104790000005
3739,20.0,7.325061924,1.587892055,Nano,70.88148393
3740,38.0,17.17151486,4.116564215,Macro,139.0004943
3741,79.0,28.23216199,4.76982045,Macro,280.32096939999997
3742,48.0,7.395379413,2.925949505,Nano,172.524878
3743,79.0,26.65916629,5.058853639,Mega,286.0745214
3744,28.0,15.98710355,0.831085792,Mega,95.67204115
3745,61.0,21.98199898,4.021468949,Macro,220.8382216
3746,59.0,19.15990669,4.831583416,Nano,212.40862830000003
3747,99.0,33.3817234,8.147554697,Micro,349.6352619
3748,66.0,22.43386587,0.874304744,Micro,232.4095312
3749,12.0,2.689973086,1.8739181669999998,Mega,46.74453019
3750,14.0,4.702788925,1.325031956,Mega,47.20872537
3751,37.0,11.56440578,3.1966706389999997,Micro,129.1776006
3752,95.0,24.08392299,3.5370594619999998,Micro,338.2973414
3753,74.0,20.71704181,3.5644338010000003,Nano,263.5298439
3754,85.0,27.47012019,5.0239784169999995,Nano,304.9218522
3755,17.0,14.6946038,0.47444569200000003,Mega,60.56969734
3756,42.0,12.05907089,1.4728509580000002,Micro,146.8234527
3757,60.0,17.8876588,4.215976155,Macro,219.1544568
3758,32.0,11.21930355,0.656788657,Micro,114.7290885
3759,29.0,22.05660505,4.372790192,Nano,102.160097
3760,56.0,22.65913506,0.48466764799999995,Mega,201.97644590000002
3761,11.0,7.3223362970000005,1.174883484,Micro,36.9690515
3762,57.0,23.27044919,5.741407966000001,Micro,204.23688080000002
3763,95.0,38.05125413,3.1805870389999997,Micro,337.0168508
3764,70.0,18.39714752,1.654340278,Macro,248.03479900000002
3765,46.0,15.43266188,1.018386283,Mega,154.8304186
3766,84.0,28.06256577,3.420994554,Nano,294.0207823
3767,72.0,26.44800535,3.509245812,Micro,256.3737002
3768,14.0,6.1676996079999995,0.901902768,Nano,45.77378949
3769,52.0,18.25418226,2.7456033939999998,Nano,182.77755290000002
3770,13.0,2.879753335,0.221099517,Micro,40.56580781
3771,76.0,31.36438375,7.209496962,Macro,269.95245689999996
3772,93.0,23.00790846,4.42627669,Micro,330.7429786
3773,31.0,7.682984503999999,1.443827375,Nano,110.02720349999998
3774,31.0,20.5097048,1.5757453030000002,Macro,110.6422897
3775,62.0,16.99203482,3.7814293639999996,Mega,219.16953059999997
3776,47.0,18.76508582,6.298226829,Macro,160.5020705
3777,87.0,37.93348578,7.081628466000001,Macro,305.2916435
3778,52.0,12.04481355,0.370684494,Nano,187.710916
3779,94.0,34.83022342,6.007376739,Mega,330.30906
3780,14.0,3.492288507,1.662926385,Micro,51.36711319
3781,45.0,14.18460355,5.545421141,Macro,153.5787045
3782,20.0,6.533529151000001,0.38987520700000006,Mega,68.65396305
3783,63.0,27.00388098,4.800652099,Nano,221.14478369999998
3784,80.0,31.5992473,5.409547295,Mega,280.2136399
3785,85.0,28.20271003,7.586978643999999,Macro,300.02192189999994
3786,88.0,24.62803209,9.751647012000001,Micro,314.4924171
3787,26.0,8.09305976,2.677550763,Macro,91.56749737
3788,47.0,11.6137875,1.815052726,Nano,164.6803039
3789,75.0,30.503723600000004,3.8504313989999996,Macro,269.8695308
3790,63.0,20.16504866,3.549288353,Micro,225.4633762
3791,90.0,32.90465972,5.083271911000001,Nano,321.5275916
3792,69.0,17.55118962,3.143709747,Micro,246.23884950000001
3793,45.0,10.90863806,3.1920737110000004,Mega,158.3131509
3794,40.0,18.15010991,3.230139036,Macro,145.52225900000002
3795,60.0,14.86021668,4.6073626480000005,Nano,212.99575389999998
3796,46.0,13.18020546,3.23549134,Micro,160.0951532
3797,68.0,25.61370018,6.464483068,Nano,241.0343466
3798,38.0,9.060266837999999,0.887353031,Macro,139.2286275
3799,76.0,27.59610149,3.3034341830000002,Micro,275.4277547
3800,20.0,7.75687576,2.572286867,Mega,67.57490362
3801,78.0,30.88048795,10.18875485,Mega,280.19196580000005
3802,85.0,22.85941276,7.506443292,Nano,300.24926400000004
3803,56.0,22.81045197,2.5259085409999997,Mega,205.4840995
3804,39.0,18.17030662,4.848508766,Nano,133.4247192
3805,78.0,28.71579999,6.852004197,Nano,278.85083460000004
3806,54.0,16.17955891,2.089970315,Micro,190.2520081
3807,25.0,19.23206627,4.730563384,Macro,85.6443847
3808,65.0,23.25107396,2.460484219,Micro,232.107967
3809,85.0,33.41836523,4.973469351,Mega,304.3024959
3810,59.0,23.46416167,3.671607869,Macro,210.486536
3811,57.0,12.48040325,1.319113037,Mega,203.9487779
3812,28.0,4.501081536,1.91382614,Micro,99.73547127
3813,18.0,1.8648351890000001,1.06921254,Macro,65.06488853
3814,29.0,6.043136607,2.6870851630000003,Macro,101.7190725
3815,95.0,28.03957327,2.83256978,Mega,335.6043224
3816,60.0,22.60144502,6.898288302,Macro,213.71715269999999
3817,60.0,22.51866848,8.211918043999999,Macro,208.827418
3818,64.0,21.4781953,7.1879731389999995,Nano,233.4035373
3819,71.0,28.98931813,4.5107603869999995,Nano,250.15175519999997
3820,100.0,30.4451489,7.897284137000001,Mega,353.7459182
3821,72.0,24.49953205,3.5188191989999997,Macro,257.44344010000003
3822,99.0,30.96792254,5.586192961,Nano,352.8213765
3823,43.0,15.03138623,0.7421169740000001,Mega,152.049374
3824,89.0,41.55373951,6.947762673,Micro,313.0552815
3825,68.0,29.22260357,4.4065228880000005,Macro,238.09090919999997
3826,40.0,21.78629319,7.451511141,Micro,139.5172092
3827,51.0,20.67313753,2.285148533,Micro,183.61634990000002
3828,17.0,0.000683948,0.6726191690000001,Nano,58.09863066
3829,47.0,2.014777418,1.070821747,Nano,165.5760459
3830,32.0,0.084174691,0.64327624,Mega,113.3008572
3831,45.0,11.86478335,1.5766834159999998,Nano,159.5095337
3832,46.0,11.41002235,2.694955186,Mega,158.80047280000002
3833,49.0,20.77180963,3.6896278710000003,Nano,170.20139519999998
3834,65.0,26.9743057,5.266266037,Nano,231.3513943
3835,74.0,21.97087596,8.203744409,Macro,263.4299319
3836,75.0,19.52474885,2.011565642,Micro,272.4127729
3837,33.0,10.39803735,1.31512554,Macro,117.7516434
3838,80.0,24.74200406,1.469919578,Mega,284.1730009
3839,17.0,13.33245508,3.854678784,Mega,61.39875271
3840,100.0,36.76158596,6.258340607999999,Micro,356.4412903
3841,13.0,2.8077957739999997,0.60165589,Mega,48.15867528
3842,87.0,29.11492788,6.434981931,Nano,310.04880479999997
3843,80.0,24.00926522,0.277916714,Macro,288.6605546
3844,25.0,5.308684631,1.459211679,Nano,89.75857399
3845,65.0,22.50506462,6.523355861000001,Macro,227.624483
3846,15.0,7.650640038,3.4830672689999997,Micro,56.34621181
3847,90.0,30.82298689,1.891624828,Nano,322.84785289999996
3848,87.0,24.73827816,3.6080076869999997,Mega,313.1932687
3849,87.0,29.32736229,1.618873632,Nano,310.1228399
3850,35.0,14.82454522,1.765247886,Nano,122.06553799999999
3851,58.0,18.24844637,0.46463153700000004,Macro,207.27871580000001
3852,11.0,1.5308523,2.412231941,Micro,36.97050118
3853,85.0,32.61828343,7.4614054979999995,Mega,301.71047810000005
3854,64.0,25.28047404,1.795472681,Macro,223.8618866
3855,69.0,13.21271627,2.51343887,Mega,245.4635049
3856,38.0,5.433861834,4.68229946,Macro,134.78429780000002
3857,42.0,9.042435583,0.40017549700000005,Nano,150.4635226
3858,10.0,3.779924037,1.188229762,Macro,40.69590144
3859,88.0,25.78893457,5.871907356,Mega,315.0931833
3860,18.0,4.32467821,1.3834221230000001,Mega,60.91377507
3861,77.0,28.53692221,3.714551546,Mega,271.690631
3862,24.0,10.26587715,4.105277331,Nano,84.1969111
3863,87.0,21.65560783,4.342996442,Macro,306.9010938
3864,64.0,25.13907969,3.249423621,Nano,231.6576938
3865,20.0,3.655618827,0.901505113,Nano,59.49157912
3866,68.0,18.70863089,1.950714199,Mega,244.4055513
3867,20.0,1.957628612,0.873307408,Macro,68.32842672
3868,43.0,14.92235288,2.357322546,Macro,152.2054523
3869,70.0,23.17539059,4.579829006000001,Macro,245.5141816
3870,64.0,22.85908473,7.595223422,Micro,226.7274918
3871,41.0,8.207210536,0.054399134,Nano,143.49261909999998
3872,23.0,12.3698842,0.5646424320000001,Micro,82.77529468
3873,52.0,17.29692445,1.341983961,Micro,182.6859507
3874,23.0,4.523879459,3.658953779,Nano,83.35221964
3875,61.0,29.98807828,5.491511052999999,Micro,215.1537313
3876,51.0,13.87461816,3.553056769,Nano,188.0915735
3877,18.0,7.929312525,2.364400595,Mega,68.20662226
3878,77.0,21.26509998,5.22210992,Micro,272.86548860000005
3879,39.0,10.88633139,0.109931925,Nano,133.67865600000002
3880,33.0,0.94680009,0.659368424,Macro,118.0929681
3881,10.0,7.085628089,0.620930871,Nano,36.56273
3882,16.0,5.671721291,0.712198048,Nano,53.79021764
3883,37.0,7.770454122,1.797070674,Micro,135.72137980000002
3884,33.0,7.0478324510000006,1.939791634,Macro,114.67745259999998
3885,71.0,24.37537742,3.050471293,Macro,253.8599728
3886,75.0,20.62311544,6.519578952000001,Macro,265.81669869999996
3887,19.0,12.52181267,1.924052672,Micro,66.91309675
3888,77.0,19.19058531,1.96627845,Micro,279.22442589999997
3889,74.0,20.40464594,3.936969494,Macro,263.2191068
3890,70.0,15.29255881,2.437563019,Micro,251.7579931
3891,33.0,3.92726748,2.376656144,Mega,118.5082625
3892,58.0,11.7731273,0.10132402800000001,Micro,209.29389430000003
3893,13.0,11.95248101,3.3268044239999996,Nano,52.44377341
3894,80.0,18.78109394,4.054434455,Micro,283.53992830000004
3895,34.0,7.767692583,2.769472522,Macro,117.971425
3896,19.0,0.19457647600000003,1.235674585,Mega,64.57192004
3897,78.0,26.82739706,2.389919757,Micro,277.9719036
3898,38.0,7.882629022000001,0.921557242,Nano,137.5862512
3899,94.0,26.87287001,2.585689594,Macro,333.04844249999996
3900,68.0,30.35777737,4.303529107,Macro,241.2753185
3901,27.0,14.02210263,1.0881947570000001,Nano,98.92909094
3902,57.0,16.68509976,0.6675114870000001,Mega,201.08113490000002
3903,76.0,31.20750747,4.292261143999999,Mega,271.222418
3904,97.0,25.47353261,1.533320645,Nano,343.6733749
3905,53.0,15.31054288,2.280185979,Macro,191.48320780000003
3906,15.0,11.35623505,0.85939064,Mega,51.32043539
3907,87.0,29.35332175,6.940423544,Macro,303.5941572
3908,54.0,14.11905996,4.21564213,Nano,190.28446430000002
3909,37.0,6.4607019260000005,1.332038473,Nano,132.4269998
3910,25.0,5.739965646,0.235851848,Macro,83.4309074
3911,67.0,22.05171417,3.380999278,Mega,240.361592
3912,93.0,32.52159528,6.428194995,Micro,326.6530006
3913,58.0,16.22488015,3.386847875,Mega,210.52471839999998
3914,59.0,15.41542077,1.707459574,Mega,211.176946
3915,90.0,26.77426032,5.958191412000001,Macro,318.54500160000003
3916,99.0,28.34481642,5.9397168229999995,Mega,348.2742503
3917,47.0,14.26513655,0.45416999700000005,Mega,166.35482539999998
3918,100.0,27.31829646,3.2695049660000004,Macro,356.2562363
3919,20.0,14.13534024,3.890982839,Micro,69.83370712
3920,53.0,15.73860438,4.224996581,Mega,190.6822352
3921,38.0,16.08943737,2.525347278,Micro,138.02690280000002
3922,19.0,7.529380566,0.663731937,Nano,68.48861968
3923,69.0,22.99736022,5.937954802999999,Macro,241.17624619999998
3924,23.0,17.88277776,0.7245344509999999,Nano,80.75858475
3925,25.0,1.833772485,1.4667045330000001,Macro,90.30092951
3926,39.0,5.906967275,3.5879983,Mega,140.0247392
3927,100.0,31.6462889,6.52108481,Micro,356.51770110000007
3928,12.0,2.2014773219999997,0.166173465,Micro,44.99813919
3929,46.0,17.94687212,1.6434298459999999,Micro,158.6679165
3930,15.0,0.61637615,1.584732553,Micro,48.19920075
3931,91.0,23.74340747,6.509060472000001,Mega,318.145612
3932,79.0,17.40233918,4.5504844239999995,Macro,282.6928978
3933,23.0,7.568249276,1.344170818,Micro,79.20466841
3934,96.0,33.98063924,6.003671155,Macro,347.48506160000005
3935,70.0,29.74677107,4.842879655,Nano,245.15801299999998
3936,95.0,27.60890998,5.965674717000001,Micro,342.374752
3937,75.0,28.10015017,6.641151306,Macro,265.4659135
3938,62.0,22.15719329,1.174740673,Macro,223.04329930000003
3939,99.0,34.85208783,4.4381022230000005,Micro,351.07366139999993
3940,33.0,20.90396594,5.8707639689999995,Nano,114.92704440000001
3941,16.0,6.352914129,5.654725259,Nano,64.56053498
3942,49.0,15.76031391,2.7610356510000003,Macro,179.39326730000002
3943,14.0,4.269271761000001,1.705284552,Nano,49.11321626
3944,72.0,26.13477794,2.501086045,Mega,258.4322606
3945,63.0,24.33760554,3.647264547,Mega,223.23738980000002
3946,66.0,20.88661089,4.727851848999999,Micro,237.11211830000002
3947,76.0,18.62923764,3.880480663,Macro,271.1326152
3948,88.0,35.50607789,5.870154103,Macro,311.51144889999995
3949,25.0,7.690011836,0.572313335,Mega,87.90067563
3950,76.0,16.70931471,1.792285775,Mega,269.7375692
3951,20.0,4.636437872,5.109243538,Micro,72.46791334
3952,19.0,4.906580811,3.263641471,Nano,66.57050729
3953,15.0,3.773286785,0.13507430199999998,Nano,55.67421374
3954,14.0,5.478510793,2.250340619,Macro,49.66101465
3955,24.0,11.79796872,5.560012566,Macro,82.13347229
3956,75.0,31.22615523,4.872158084,Mega,262.6487631
3957,27.0,3.3490228760000003,0.7838646140000001,Mega,93.19571336
3958,14.0,2.470891055,1.029124697,Nano,49.76578638
3959,72.0,18.15760992,3.3769088239999996,Macro,254.4566617
3960,72.0,8.623786376,2.5622399369999997,Micro,256.173987
3961,82.0,33.96648288,9.127437448,Mega,294.9693245
3962,66.0,18.74451161,3.0091744439999997,Micro,234.7771716
3963,83.0,26.01949395,4.824377926,Nano,295.053625
3964,61.0,11.73759835,1.040604116,Macro,218.9726225
3965,64.0,13.46172084,1.849160984,Mega,229.4978002
3966,18.0,6.498471407,1.6349705540000001,Nano,59.63995335
3967,61.0,26.14881955,1.8669111980000002,Nano,219.0783537
3968,34.0,12.35039071,6.24012692,Mega,118.3347584
3969,68.0,29.3015032,0.673080227,Nano,238.6757108
3970,30.0,9.253700543999999,1.377505526,Micro,106.92084960000001
3971,48.0,14.29858127,1.588769981,Mega,167.8567745
3972,22.0,2.685571253,2.783753323,Macro,84.11566339
3973,25.0,11.1329506,2.8829272089999995,Nano,89.41418055
3974,88.0,31.64099255,4.554771672,Nano,310.4803676
3975,78.0,19.51895384,1.820807646,Micro,282.9319733
3976,10.0,3.986323355,0.030038227,Macro,38.67562299
3977,20.0,8.995115117000001,0.6840361290000001,Macro,65.54022346
3978,38.0,9.608401773999999,0.266972471,Micro,137.5672188
3979,51.0,23.05943072,4.309633654,Micro,177.4958727
3980,89.0,21.76612646,2.193168407,Micro,317.4710443
3981,40.0,9.790167854,5.124846848,Micro,141.2633298
3982,38.0,22.37705463,5.517499206,Nano,134.1887091
3983,44.0,16.23221563,0.81339399,Nano,161.45467969999999
3984,99.0,32.67209561,1.801486331,Micro,349.3763302
3985,36.0,10.60419906,3.560618087,Micro,135.3563456
3986,14.0,1.304559995,2.523884417,Mega,49.64602089
3987,41.0,9.632766328999999,3.0422217610000004,Macro,146.94655319999998
3988,43.0,4.246828009,1.182699755,Micro,151.64157600000001
3989,34.0,8.35330882,0.260972544,Micro,114.3825324
3990,75.0,28.55660496,4.744486496,Micro,264.7857008
3991,39.0,11.37745937,1.56084676,Micro,143.5997589
3992,56.0,24.39503194,7.606384879,Micro,210.56894469999997
3993,30.0,5.927109027,3.8814553789999997,Mega,104.58327709999999
3994,80.0,27.70590537,7.419605849,Nano,286.53286860000003
3995,15.0,7.094611415,3.51582302,Mega,54.92793416
3996,25.0,11.09535068,0.337279593,Micro,90.70924854
3997,49.0,10.05574197,3.4728175360000004,Micro,179.1315561
3998,93.0,25.98992347,4.655323383,Macro,333.3198427
3999,54.0,21.73992856,5.195618185,Nano,188.3637431
4000,22.0,4.85349411,0.017377461,Micro,80.92197504
4001,46.0,19.51073972,3.1071264189999996,Mega,163.2310879
4002,30.0,10.55740569,3.122487155,Mega,108.64907579999999
4003,40.0,19.53033704,2.7612182780000003,Micro,140.73277180000002
4004,11.0,1.77342788,1.882742602,Nano,40.81688385
4005,18.0,11.60578187,1.587599101,Micro,63.09085922
4006,97.0,27.20282364,8.986277187,Nano,343.7695329
4007,79.0,17.94459692,2.623383499,Macro,277.9127111
4008,44.0,17.26939778,4.4245453910000005,Micro,158.57207069999998
4009,88.0,31.53306437,4.70058828,Micro,312.5797894
4010,29.0,15.36355775,6.625992213,Micro,106.9995338
4011,40.0,15.21581134,2.527104197,Micro,143.53749240000002
4012,32.0,10.99662027,0.740323295,Micro,111.45359669999999
4013,65.0,18.05932459,1.5102210390000002,Mega,231.30451409999998
4014,13.0,13.86154644,1.778025776,Mega,45.80862974
4015,45.0,10.97413389,0.165895992,Macro,155.5045801
4016,80.0,23.62942306,4.262442573,Macro,282.85961660000004
4017,76.0,18.66574964,2.119379814,Nano,271.825973
4018,90.0,32.03602195,2.232688226,Nano,316.3712379
4019,32.0,12.97443837,5.112082652,Nano,117.097778
4020,52.0,12.8135709,3.97040315,Micro,182.977191
4021,24.0,5.0959792760000004,2.833283442,Nano,82.39930061
4022,15.0,7.033246644,4.29895887,Macro,53.62777047
4023,10.0,4.952233443,2.039853759,Macro,37.94248252
4024,59.0,17.56421199,2.188043777,Micro,210.812733
4025,47.0,7.6171279510000005,2.274600961,Micro,163.34180859999998
4026,77.0,31.41643985,5.671164791,Mega,272.4063387
4027,29.0,12.86904427,5.144390057,Macro,100.27705390000001
4028,38.0,16.84811459,3.975007849,Mega,142.2229816
4029,48.0,10.37404092,2.612899858,Micro,166.20034819999998
4030,30.0,21.09502383,7.9721590860000004,Mega,108.29832420000001
4031,36.0,7.8705075870000005,1.157604556,Mega,129.358352
4032,86.0,30.72875275,3.6912747039999996,Macro,307.2977603
4033,70.0,17.12263904,0.29907415,Micro,250.72579019999998
4034,86.0,21.64940648,0.404270733,Nano,309.66521489999997
4035,21.0,10.86014433,1.318393616,Mega,75.89440591
4036,81.0,22.41030226,2.1896390130000003,Nano,287.637807
4037,41.0,13.32463678,5.0880060369999995,Mega,141.314699
4038,76.0,29.04312897,1.68483329,Micro,273.96919429999997
4039,57.0,25.31524585,3.5222639769999997,Nano,203.7718264
4040,98.0,26.1898417,0.681756659,Mega,345.962898
4041,72.0,22.29004916,2.95721943,Macro,254.38068680000003
4042,99.0,41.96460607,9.476641246,Mega,357.392992
4043,23.0,5.564666466,0.327746146,Nano,82.64871392
4044,10.0,1.294193924,0.12850286,Macro,41.21001616
4045,27.0,5.595845332000001,1.583301743,Macro,98.55411089
4046,87.0,27.02176623,1.7995908790000001,Micro,309.1409745
4047,53.0,14.34088963,1.0053516009999999,Nano,187.4408659
4048,80.0,18.86747737,2.041285539,Nano,281.5009425
4049,63.0,18.44423052,0.952442375,Macro,220.344136
4050,42.0,23.23917706,3.820399478,Nano,147.2263754
4051,70.0,21.5538865,2.029129901,Micro,247.150991
4052,64.0,22.35807756,2.546508726,Mega,226.98808169999998
4053,75.0,27.70803536,2.231371578,Macro,266.9140375
4054,22.0,0.215380634,2.2912306,Macro,77.99521829999999
4055,82.0,26.01084466,4.803605016000001,Micro,290.4587084
4056,66.0,29.88664663,5.667107553999999,Mega,230.667327
4057,28.0,14.07938991,5.9702183,Nano,97.31993362
4058,74.0,26.87738758,3.5164300610000003,Micro,265.1394241
4059,29.0,6.276701916,3.9989395660000002,Mega,103.3118478
4060,32.0,9.28981776,1.167053883,Mega,113.12784479999999
4061,23.0,5.939914052000001,0.572550121,Macro,80.29530381
4062,17.0,6.782228139,2.37336051,Nano,61.89592054
4063,76.0,30.98988307,8.301339322,Nano,268.3858364
4064,10.0,7.109840315,0.35804823,Macro,35.87378251
4065,73.0,28.96041023,2.673042346,Nano,261.3611269
4066,74.0,27.15731801,4.948756953999999,Nano,266.65539
4067,72.0,19.8837268,6.3526852389999995,Macro,257.8459605
4068,65.0,24.69295619,1.758171533,Nano,231.1410974
4069,78.0,28.99112621,6.265845002000001,Micro,275.48686969999994
4070,83.0,26.50247528,5.901473185,Macro,296.32678710000005
4071,25.0,7.431420102000001,1.020490189,Nano,87.52421849
4072,51.0,12.78804679,3.632374533,Macro,185.55182290000002
4073,50.0,14.744240900000001,2.6766201769999998,Mega,176.9105105
4074,73.0,30.6636907,4.071548218,Nano,261.95454739999997
4075,64.0,21.06923812,4.019544084,Macro,226.43826380000002
4076,25.0,4.097286683,2.29020686,Mega,89.30548354
4077,16.0,10.08901804,1.471514796,Nano,53.55799661
4078,30.0,9.444382492,1.526273315,Mega,108.423201
4079,99.0,32.49040456,8.220533067,Micro,347.693601
4080,78.0,34.10820913,5.137124807,Nano,272.7931535
4081,21.0,11.16659227,1.464148126,Macro,69.80773201
4082,76.0,17.48860583,2.9509972060000003,Nano,268.92245039999995
4083,74.0,26.13517633,5.781930642000001,Macro,263.37267760000003
4084,23.0,14.39672785,3.09997532,Mega,84.30239809999999
4085,95.0,36.20915318,6.000879589,Mega,341.2521798
4086,35.0,7.886447626,1.758378079,Mega,124.2568582
4087,90.0,36.33821886,6.054413782,Nano,321.1344333
4088,41.0,7.143984704,1.185990305,Mega,142.41690630000002
4089,31.0,11.05497474,0.739569127,Micro,114.7531983
4090,96.0,34.00593633,4.602944766999999,Nano,340.1997788
4091,38.0,10.84290228,0.306923754,Mega,133.9282262
4092,55.0,15.335331699999998,0.111007824,Macro,198.5276446
4093,41.0,9.144210529,0.180242273,Mega,152.7138975
4094,64.0,14.11271658,3.3135449539999997,Nano,227.19033169999997
4095,58.0,19.21888874,0.582177191,Micro,209.0179563
4096,75.0,30.900946299999998,7.4834283710000005,Macro,263.4491801
4097,77.0,32.71817895,4.068253588,Micro,271.5422959
4098,89.0,28.389139299999997,2.447626741,Macro,318.3029878
4099,40.0,12.18911788,2.852072048,Mega,145.9098049
4100,85.0,22.61804745,4.160026631,Mega,301.3706769
4101,16.0,10.15692231,2.584043071,Macro,51.48248853
4102,17.0,5.063592358999999,1.535619761,Mega,63.19952192
4103,59.0,9.284500795,0.8007814590000001,Mega,212.2717173
4104,53.0,25.68728247,5.371543507999999,Nano,192.0977956
4105,72.0,34.51243521,6.146297355,Mega,258.3754259
4106,51.0,14.28433335,1.914859941,Nano,181.25816030000001
4107,90.0,30.45575787,4.061587268,Macro,319.1462523
4108,16.0,6.004431969,2.7254328869999997,Macro,56.85809932
4109,50.0,18.90277978,0.953107406,Macro,180.3298596
4110,25.0,7.340897282999999,3.250947615,Micro,87.33887423
4111,79.0,23.67214647,2.2099467269999997,Micro,283.43021180000005
4112,82.0,31.74991035,4.827938725,Macro,286.06667860000005
4113,88.0,23.86766113,5.853575844,Micro,314.6008061
4114,19.0,4.182629353,3.338355193,Mega,68.17931746
4115,67.0,10.44756548,2.178328312,Mega,236.97989950000002
4116,77.0,18.65217152,1.370781655,Mega,272.3489452
4117,82.0,24.48892201,2.559907081,Nano,297.2994034
4118,26.0,12.27610125,0.022498266,Mega,90.01227664
4119,34.0,13.35447854,0.7340244029999999,Macro,117.24632759999999
4120,62.0,23.86330204,4.208564348,Micro,221.48376890000003
4121,10.0,7.931488441,5.022012056,Nano,34.77154801
4122,72.0,23.69108173,1.627593518,Mega,253.2699162
4123,17.0,4.755853353,5.440347967,Mega,58.43598521
4124,92.0,36.50269966,5.5444056370000006,Nano,327.5925024
4125,40.0,11.38543827,0.7668310309999999,Mega,140.4416289
4126,68.0,20.71881535,0.144885367,Mega,244.4277846
4127,49.0,19.77045829,2.139144069,Macro,173.87820459999998
4128,72.0,23.071085500000002,0.934353612,Nano,253.65129359999997
4129,89.0,22.66199853,3.082472526,Macro,314.8244547
4130,20.0,0.8985980859999999,0.364684826,Mega,71.64470129
4131,41.0,18.82047294,2.036738638,Micro,146.04864569999998
4132,17.0,12.91914773,1.9043007140000001,Macro,58.44532347
4133,23.0,12.8642464,0.024461347999999997,Micro,84.68370693
4134,70.0,28.84317427,5.2265749580000005,Macro,253.9130819
4135,22.0,3.2684806280000003,0.009526956999999999,Macro,78.80989575
4136,35.0,7.820341462999999,0.16292609,Micro,120.93750940000001
4137,60.0,22.22851939,1.901751815,Micro,212.5162269
4138,61.0,21.00894901,5.042353102,Nano,220.03590209999996
4139,40.0,7.8522436120000005,0.34965747399999997,Micro,144.1559099
4140,19.0,10.36054593,1.3544222730000002,Mega,70.07419924
4141,59.0,25.75238399,3.388303521,Mega,209.8044787
4142,10.0,2.2968182230000003,0.33489314800000003,Mega,40.51910041
